file,class,method,variable,usage
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-validation\src\main\java\org\apache\dubbo\samples\validation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.validation.EmbeddedZooKeeper,start/0,daemon,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-validation\src\main\java\org\apache\dubbo\samples\validation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.validation.EmbeddedZooKeeper,isRunning/0,zkServerThread,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-validation\src\main\java\org\apache\dubbo\samples\validation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.validation.EmbeddedZooKeeper,setErrorHandler/1[org.apache.dubbo.samples.validation.ErrorHandler],errorHandler,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-validation\src\main\java\org\apache\dubbo\samples\validation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.validation.EmbeddedZooKeeper,EmbeddedZooKeeper/0,clientPort,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-validation\src\main\java\org\apache\dubbo\samples\validation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.validation.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",clientPort,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-validation\src\main\java\org\apache\dubbo\samples\validation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.validation.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",daemon,3
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-validation\src\main\java\org\apache\dubbo\samples\validation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.validation.EmbeddedZooKeeper,isAutoStartup/0,autoStartup,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-validation\src\main\java\org\apache\dubbo\samples\validation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.validation.EmbeddedZooKeeper,stop/0,zkServerThread,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-validation\src\main\java\org\apache\dubbo\samples\validation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.validation.EmbeddedZooKeeper,stop/0,zkServer,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-validation\src\main\java\org\apache\dubbo\samples\validation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.validation.EmbeddedZooKeeper,stop/0,logger,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-validation\src\main\java\org\apache\dubbo\samples\validation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.validation.EmbeddedZooKeeper,getPhase/0,phase,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-validation\src\main\java\org\apache\dubbo\samples\validation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.validation.EmbeddedZooKeeper,getClientPort/0,clientPort,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-validation\src\main\java\org\apache\dubbo\samples\validation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.validation.EmbeddedZooKeeper,setAutoStartup/1[boolean],autoStartup,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-metadata-report\dubbo-samples-metadata-report-local-annotaion\src\main\java\org\apache\dubbo\samples\metadatareport\local\annotation\action\AnnotationAction.java,org.apache.dubbo.samples.metadatareport.local.annotation.action.AnnotationAction,doSayHello/1[java.lang.String],annotationService,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-metadata-report\dubbo-samples-metadata-report-configcenter\src\main\java\org\apache\dubbo\samples\metadatareport\configcenter\action\AnnotationAction.java,org.apache.dubbo.samples.metadatareport.configcenter.action.AnnotationAction,doSayHello/1[java.lang.String],annotationService,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-annotation\src\main\java\org\apache\dubbo\samples\simplified\annotation\ZKClean.java,org.apache.dubbo.samples.simplified.annotation.ZKClean,main/1[java.lang.String[]],client,2
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-annotation\src\main\java\org\apache\dubbo\samples\simplified\annotation\ZKClean.java,org.apache.dubbo.samples.simplified.annotation.ZKClean,removeGlobalConfig/0,client,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,setPhase/1[int],phase,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,start/0,zkServerThread,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,start/0,daemon,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,isRunning/0,zkServerThread,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,EmbeddedZooKeeper/0,clientPort,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",clientPort,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",daemon,3
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,isAutoStartup/0,autoStartup,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,stop/0,zkServerThread,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,stop/0,zkServer,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,stop/0,logger,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,setErrorHandler/1[org.apache.dubbo.samples.governance.ErrorHandler],errorHandler,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,getPhase/0,phase,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,getClientPort/0,clientPort,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-async\dubbo-samples-async-generated-future\src\main\java\org\apache\dubbo\samples\governance\EmbeddedZooKeeper.java,org.apache.dubbo.samples.governance.EmbeddedZooKeeper,setAutoStartup/1[boolean],autoStartup,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-configcenter\dubbo-samples-configcenter-multiprotocol\src\main\java\org\apache\dubbo\samples\configcenter\ZKTools.java,org.apache.dubbo.samples.configcenter.ZKTools,main/1[java.lang.String[]],client,2
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-configcenter\dubbo-samples-configcenter-multiprotocol\src\main\java\org\apache\dubbo\samples\configcenter\ZKTools.java,org.apache.dubbo.samples.configcenter.ZKTools,"setData/2[java.lang.String,java.lang.String]",client,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-configcenter\dubbo-samples-configcenter-multiprotocol\src\main\java\org\apache\dubbo\samples\configcenter\ZKTools.java,org.apache.dubbo.samples.configcenter.ZKTools,generateDubboPropertiesForApp/0,client,2
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-notify\src\main\java\org\apache\dubbo\samples\notify\impl\NotifyImpl.java,org.apache.dubbo.samples.notify.impl.NotifyImpl,"onreturn/2[java.lang.String,int]",ret,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,setPhase/1[int],phase,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,start/0,zkServerThread,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,start/0,daemon,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,isRunning/0,zkServerThread,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,EmbeddedZooKeeper/0,clientPort,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,setErrorHandler/1[org.apache.dubbo.samples.http.ErrorHandler],errorHandler,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",clientPort,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",daemon,3
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,isAutoStartup/0,autoStartup,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,stop/0,zkServerThread,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,stop/0,zkServer,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,stop/0,logger,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,getPhase/0,phase,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,getClientPort/0,clientPort,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-http\src\main\java\org\apache\dubbo\samples\http\EmbeddedZooKeeper.java,org.apache.dubbo.samples.http.EmbeddedZooKeeper,setAutoStartup/1[boolean],autoStartup,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-governance\dubbo-samples-applevel-override\src\main\java\org\apache\dubbo\samples\governance\ZKTools.java,org.apache.dubbo.samples.governance.ZKTools,generateAppevelOverrideConsumer/0,client,2
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-governance\dubbo-samples-applevel-override\src\main\java\org\apache\dubbo\samples\governance\ZKTools.java,org.apache.dubbo.samples.governance.ZKTools,main/1[java.lang.String[]],client,2
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-governance\dubbo-samples-applevel-override\src\main\java\org\apache\dubbo\samples\governance\ZKTools.java,org.apache.dubbo.samples.governance.ZKTools,generateAppevelOverride/0,client,2
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-governance\dubbo-samples-applevel-override\src\main\java\org\apache\dubbo\samples\governance\ZKTools.java,org.apache.dubbo.samples.governance.ZKTools,"setData/2[java.lang.String,java.lang.String]",client,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,setPhase/1[int],phase,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,start/0,zkServerThread,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,start/0,daemon,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,isRunning/0,zkServerThread,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,EmbeddedZooKeeper/0,clientPort,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",clientPort,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",daemon,3
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,isAutoStartup/0,autoStartup,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,stop/0,zkServerThread,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,stop/0,zkServer,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,stop/0,logger,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,getPhase/0,phase,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,getClientPort/0,clientPort,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,setAutoStartup/1[boolean],autoStartup,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-callback\src\main\java\org\apache\dubbo\samples\callback\EmbeddedZooKeeper.java,org.apache.dubbo.samples.callback.EmbeddedZooKeeper,setErrorHandler/1[org.apache.dubbo.samples.callback.ErrorHandler],errorHandler,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,setPhase/1[int],phase,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,start/0,zkServerThread,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,start/0,daemon,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,isRunning/0,zkServerThread,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,EmbeddedZooKeeper/0,clientPort,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",clientPort,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",daemon,3
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,isAutoStartup/0,autoStartup,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,stop/0,zkServerThread,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,stop/0,zkServer,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,stop/0,logger,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,getPhase/0,phase,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,setErrorHandler/1[org.apache.dubbo.samples.simplified.registry.nosimple.ErrorHandler],errorHandler,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,getClientPort/0,clientPort,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-simplified-registry\dubbo-samples-simplified-registry-nosimple\src\main\java\org\apache\dubbo\samples\simplified\registry\nosimple\EmbeddedZooKeeper.java,org.apache.dubbo.samples.simplified.registry.nosimple.EmbeddedZooKeeper,setAutoStartup/1[boolean],autoStartup,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,setPhase/1[int],phase,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,start/0,zkServerThread,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,start/0,daemon,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,isRunning/0,zkServerThread,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,EmbeddedZooKeeper/0,clientPort,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",clientPort,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",daemon,3
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,isAutoStartup/0,autoStartup,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,stop/0,zkServerThread,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,stop/0,zkServer,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,stop/0,logger,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,setErrorHandler/1[org.apache.dubbo.samples.annotation.ErrorHandler],errorHandler,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,getPhase/0,phase,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,getClientPort/0,clientPort,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-annotation\src\main\java\org\apache\dubbo\samples\annotation\EmbeddedZooKeeper.java,org.apache.dubbo.samples.annotation.EmbeddedZooKeeper,setAutoStartup/1[boolean],autoStartup,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-mock\src\main\java\org\apache\dubbo\samples\mock\EmbeddedZooKeeper.java,org.apache.dubbo.samples.mock.EmbeddedZooKeeper,setPhase/1[int],phase,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-mock\src\main\java\org\apache\dubbo\samples\mock\EmbeddedZooKeeper.java,org.apache.dubbo.samples.mock.EmbeddedZooKeeper,start/0,zkServerThread,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-mock\src\main\java\org\apache\dubbo\samples\mock\EmbeddedZooKeeper.java,org.apache.dubbo.samples.mock.EmbeddedZooKeeper,start/0,daemon,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-mock\src\main\java\org\apache\dubbo\samples\mock\EmbeddedZooKeeper.java,org.apache.dubbo.samples.mock.EmbeddedZooKeeper,isRunning/0,zkServerThread,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-mock\src\main\java\org\apache\dubbo\samples\mock\EmbeddedZooKeeper.java,org.apache.dubbo.samples.mock.EmbeddedZooKeeper,EmbeddedZooKeeper/0,clientPort,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-mock\src\main\java\org\apache\dubbo\samples\mock\EmbeddedZooKeeper.java,org.apache.dubbo.samples.mock.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",clientPort,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-mock\src\main\java\org\apache\dubbo\samples\mock\EmbeddedZooKeeper.java,org.apache.dubbo.samples.mock.EmbeddedZooKeeper,"EmbeddedZooKeeper/2[int,boolean]",daemon,3
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-mock\src\main\java\org\apache\dubbo\samples\mock\EmbeddedZooKeeper.java,org.apache.dubbo.samples.mock.EmbeddedZooKeeper,isAutoStartup/0,autoStartup,1
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-mock\src\main\java\org\apache\dubbo\samples\mock\EmbeddedZooKeeper.java,org.apache.dubbo.samples.mock.EmbeddedZooKeeper,stop/0,zkServerThread,4
D:\Desktop\downloader\.\dubbo-samples\dubbo-samples-mock\src\main\java\org\apache\dubbo\samples\mock\EmbeddedZooKeeper.java,org.apache.dubbo.samples.mock.EmbeddedZooKeeper,stop/0,zkServer,1
